OBJECTID,STOP_ID,ROUTE_NAME,DIRECTION,RAPID_BLCK,GOOGLEARTH,STOP_PAD,BENCH,TRASH_BIN,SHELTER,TRNST_SIGN,ST_TRE_INF,RT_ROUTE,CALL_BOX,FARE_KIOSK,BIKE_RACK,ADD_ST_SGN,STOP_LOC,STOP_ZONE,TRAFF_SIG,TR_SIG_LOC,CWALK_LOC,CWALK_MARK,CWALK_SIGN,CWALK_MED,CWALK_EXT,PARK_RESTR,BZONE_BLOC,PZONE_BLOC,FZONE_BLOC,TREE_CLEAR,SWALK_HEAT,LIGHTING,SWALK_MAT,SWLK_COND,LATITUDE,LONGITUDE,TRASH_OWN,NOTES,ROUTE_NUMB,BOARD_DAY,GRVS_DEMO,PAD_SHAPE,PAD_COND,PAD_MAT,ADA_REQ,SLOPE,SHELT_TYPE,SIGN_TYPE,SIGN_HEIGH,SIGN_LT_CL,WALK_WIDTH,PAD_WIDTH,PAD_LENGTH,WARD,Creator,Create_Date,Editor,Last_Editor
1333,4271,CLYDE PARK,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,UTILITY LID/MANHOLE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8825339997625,-85.6846159995736,NONE,,10,6.92857143,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1334,4321,CLYDE PARK,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,TREE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8824420001857,-85.6843189994323,NONE,,10,7.92857143,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1335,4322,CLYDE PARK,NORTH BOUND,NO,YES,YES,NO,AT STOP,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,S OR E OF MIDBLOCK,AT INTERSECTION,ALL LEGS OF INTERSECTION,PEDESTRIAN COUNT DOWN SIGNAL,NO,NO,POSTED AS NO PARKING,UTILITY LID/MANHOLE,UTILITY LID/MANHOLE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8850819997133,-85.6843869994401,THE RAPID,Kiosk broken,10,16.28571429,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1336,4323,CLYDE PARK,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8906169999769,-85.6846079996697,NONE,,10,7.78571429,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1337,4324,CLYDE PARK,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8945960000139,-85.6847459995023,NONE,,10,3.28571429,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1338,4326,CLYDE PARK,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,UTILITY LID/MANHOLE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8983460000118,-85.6848749994934,NONE,,10,35.85714286,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1339,4331,CLYDE PARK,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,1 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9015009998314,-85.6849979998153,THE RAPID,,10,10.28571429,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1340,4333,CLYDE PARK,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9034919999534,-85.6850809995716,NONE,,10,1,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1341,4336,CLYDE PARK,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,NO,NO,NO,NO,NO,YES,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,S OR E OF MIDBLOCK,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,TREE,TREE,NONE,BRANCHES BELOW 8 FEET,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9066660002935,-85.6852490005089,NONE,,10,8.71428571,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1342,6112,WYOMING/METRO HEALTH,MULTIPLE,YES,YES,YES,YES,AT STOP,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,ADJACENT BUSINESS LIGHTING,CONCRETE,GOOD CONDITION,42.903622000104,-85.6946559997843,OTHER,,16,16.85714286,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,NO,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,UNDER 2 FEET,LESS THAN 4 FEET,5 FEET OR GREATER,LESS THAN 8 FEET,,Joeverman,1536329743132,Joeverman,1536329743132
1343,6113,WYOMING/METRO HEALTH,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,FIRE HYDRANT,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8990630003333,-85.6949999997707,NONE,,16,2.42857143,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1344,6121,WYOMING/METRO HEALTH,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,1 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8989679999553,-85.6996770000762,NONE,,16,1.07142857,0,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,NO,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,LESS THAN 5 FEET,LESS THAN 8 FEET,,Joeverman,1536329743132,Joeverman,1536329743132
1345,6270,WYOMING/METRO HEALTH,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,GOOD CONDITION,42.8987880004208,-85.6996460001683,NONE,,16,5.21428571,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,NO,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,LESS THAN 5 FEET,LESS THAN 8 FEET,,Joeverman,1536329743132,Joeverman,1536329743132
1346,6271,WYOMING/METRO HEALTH,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,S OR E OF MIDBLOCK,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8996930001526,-85.6948240005369,NONE,,16,11.07142857,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1347,9005,WYOMING/METRO HEALTH,SOUTH BOUND,YES,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,1 WAY STOP,NO TRAFFIC CONTROL,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9025919995972,-85.6951370005153,NONE,,16,0.42857143,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1348,7426,44TH ST CROSSTOWN,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,YES,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8842390001669,-85.7005539993964,NONE,,44,9.66666667,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1349,7431,44TH ST CROSSTOWN,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8841709998433,-85.6960679994643,NONE,,44,5,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1350,7433,44TH ST CROSSTOWN,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8841629999291,-85.691359999781,NONE,,44,1.5,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,NO,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,LESS THAN 8 FEET,,Joeverman,1536329743132,Joeverman,1536329743132
1351,7434,44TH ST CROSSTOWN,EAST BOUND,NO,YES,YES,YES,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8841739997634,-85.6895070001575,NONE,,44,3.5,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,NO,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,LESS THAN 8 FEET,,Joeverman,1536329743132,Joeverman,1536329743132
1352,7435,44TH ST CROSSTOWN,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,S OR E OF MIDBLOCK,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8840979999147,-85.6852259996041,NONE,,44,24.66666667,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1353,7436,44TH ST CROSSTOWN,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,1 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8839379998523,-85.6729349996639,NONE,,44,2.58333333,0,NONE,POOR CONDITION,GRASS/DIRT,YES,UNDER 2%,NONE,MOVEABLE CONCRETE BASE,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1354,7441,44TH ST CROSSTOWN,EAST BOUND,NO,NO,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,PULL-IN AREA,1 WAY STOP,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,NO SIGNAL OR BEACON,YES,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8838852478325,-85.6691198501633,NONE,,44,,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,NO,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,LESS THAN 8 FEET,,Joeverman,1536329743132,Joeverman,1536329743132
1355,7445,44TH ST CROSSTOWN,EAST BOUND,NO,YES,YES,YES,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,N OR W OF MIDBLOCK,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,UTILITY LID/MANHOLE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8838269997669,-85.6639100005792,NONE,,44,60.58333333,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1356,7765,44TH ST CROSSTOWN,WEST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,UTILITY LID/MANHOLE,NONE,AREAWAY/HOLLOW WALK,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.8840749998824,-85.6643909994328,NONE,,44,46.91666667,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,POOR CONDITION,CONCRETE,NO,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,UNDER 2 FEET,LESS THAN 4 FEET,5 FEET OR GREATER,LESS THAN 8 FEET,,Joeverman,1536329743132,Joeverman,1536329743132
1357,7771,44TH ST CROSSTOWN,WEST BOUND,NO,NO,YES,NO,AT STOP,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,PULL-IN AREA,1 WAY STOP,AT INTERSECTION,MIDBLOCK,MIDBLOCK CROSSWALK,NO SIGNAL OR BEACON,YES,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8842279147407,-85.6701357912362,THE RAPID,,44,,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1358,7773,44TH ST CROSSTOWN,WEST BOUND,YES,YES,NO,NO,NONE,NO,YES,NO,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8841900002382,-85.6736830004882,NONE,,44,5.25,0,NONE,POOR CONDITION,GRASS/DIRT,NO,UNDER 2%,NONE,MOVEABLE CONCRETE BASE,BELOW 7 FEET,UNDER 2 FEET,4 FEET OR MORE,LESS THAN 5 FEET,LESS THAN 8 FEET,,Joeverman,1536329743132,Joeverman,1536329743132
1359,7774,44TH ST CROSSTOWN,WEST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,S OR E OF MIDBLOCK,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8843649996096,-85.6862340005671,NONE,,44,19,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1360,7777,44TH ST CROSSTOWN,WEST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8843880002597,-85.6904530001333,NONE,,44,1.75,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1361,7779,44TH ST CROSSTOWN,WEST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,1 WAY STOP,AT INTERSECTION,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8843839997643,-85.694885000321,NONE,,44,1.5,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,NO,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,LESS THAN 8 FEET,,Joeverman,1536329743132,Joeverman,1536329743132
1362,7781,44TH ST CROSSTOWN,WEST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,FIRE HYDRANT,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8844600002891,-85.7014620001492,NONE,,44,4.25,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,NO,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,LESS THAN 8 FEET,,Joeverman,1536329743132,Joeverman,1536329743132
1363,93,SILVER LINE,SOUTH BOUND,YES,YES,YES,YES,AT STOP,YES,YES,YES,YES,YES,YES,YES,YES,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,YES,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,YES,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8983379998288,-85.6654820005827,THE RAPID,,90,11.02395912,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,OTHER,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
